x,y,r,g,b,radius,description
-18.82262873,1.607134999,255,0,255,11,B.11.d. Microglia: Disease mechanisms
-16.03585329,3.949523499,255,0,255,5,B.11.e. Oligodendrocytes
-17.83981176,4.124976589,255,0,255,14,B.11.f. Glia-neuron interactions: CNS
-12.82625884,3.077932152,255,0,255,5,B.11.g. Glia-neuron interactions: PNS
-17.05808324,3.49183592,255,0,255,5,B.11.h. Glia-neuronal interaction in energy homeostasis
-15.28362885,2.829303935,255,0,255,5,B.12.a. Molecular and cellular mechanisms
-15.72307505,2.690200611,255,0,255,5,B.12.b. Therapeutics
-15.29823962,2.952994265,255,0,255,5,B.12.c. Human and animal studies
-15.08542339,0.885760879,255,0,255,5,B.13.a. Neuro-oncology
-23.06452175,-5.998292554,0,179,179,7,C.01.a. Molecular mechanisms
-22.3913332,-6.186926101,0,179,179,8,"C.01.b. Metabolism, oxidative stress, and cellular mechanisms"
-23.83286511,-6.414154328,0,179,179,5,C.01.c. Pharmacological and non-pharmacological interventions
-22.68409965,-7.329185816,0,179,179,5,C.01.d. Systemic factors and brain function
-22.88806675,-7.373583971,0,179,179,5,C.01.e. Brain wellness
-30.06656336,-6.842686402,0,179,179,5,C.02.a. Alzheimer's disease: Genetic analyses
-30.24556501,-6.054597688,0,179,179,5,C.02.b. Alzheimer's disease: Omics approaches
-26.19040904,-5.307675732,0,179,179,10,C.02.c. Alzheimer's disease: Neuroinflammation and immune actions
-26.69816596,-4.400308851,0,179,179,11,C.02.d. Mechanisms of synaptic dysfunction in Alzheimer's disease
-29.21563251,-4.176034738,0,179,179,5,C.02.e. Clinical and pre-clinical imaging studies in Alzheimer's disease
-28.14460281,-4.58756667,0,179,179,5,C.02.f. APP and metabolites: Function and processing
-27.3787969,-4.701280906,0,179,179,6,C.02.g. Abeta mechanisms of toxicity
-26.84410506,-6.230795315,0,179,179,11,C.02.h. APP/Abeta: Animal and cellular models
-27.59004802,-5.413160875,0,179,179,5,C.02.i. Abeta as a therapeutic target
-27.61501075,-6.390900328,0,179,179,5,C.02.j. Abeta-tau interactions
-28.08389851,-7.35902128,0,179,179,5,C.02.k. Tau: Biochemistry and physiology
-27.18997494,-7.24587325,0,179,179,5,C.02.l. Tau: Animal and cellular models
-28.1548184,-7.958762403,0,179,179,5,C.02.m. Tau: Preclinical and clinical pathology
-28.45493574,-5.459550096,0,179,179,5,C.02.n. ApoE and associated pathways
-25.46374545,-8.278422035,0,179,179,5,C.02.o. Altered energy homeostasis in Alzheimer's disease
-29.24760595,-7.810068223,0,179,179,5,C.02.p. Therapeutic strategies: Preclinical cellular models
-28.43780484,-6.34562424,0,179,179,15,C.02.q. Therapeutic strategies: Preclinical animal models
-25.59564306,-7.105718119,0,179,179,5,C.02.r. Therapeutic strategies: Clinical trials
-28.71277086,-8.615423325,0,179,179,5,C.02.s. Proteinopathy and pathology other than Abeta/tau
-26.91432633,-8.882514126,0,179,179,5,C.02.t. Other dementias
-29.40840142,-6.55728063,0,179,179,5,C.02.u. Genetics and functional genomics
-29.43593304,-5.329802812,0,179,179,7,C.02.v. Biomarkers
-24.55812398,-6.372094197,0,179,179,5,C.02.w. Alzheimer's disease: Therapeutic approaches: Clinical
-27.63001823,-3.382689571,0,179,179,5,C.02.x. Other dementias
-27.96440897,1.791040782,0,179,179,7,C.03.a. Cellular mechanisms
-28.67854333,1.457838183,0,179,179,5,C.03.b. Mitochondrial mechanisms and genetics
-28.41244642,2.623865501,0,179,179,5,C.03.c. Dopamine and non-dopamine pathways
-28.220457,0.901671082,0,179,179,5,"C.03.d. LRRK2 mechanisms, targets and pathways"
-29.78529861,1.538498477,0,179,179,5,C.03.e. Alpha-synuclein: Models
-29.66320649,1.027711223,0,179,179,5,C.03.f. Alpha-synuclein: Mechanisms and transmission
-27.62749267,2.782919899,0,179,179,5,C.03.g. Circuit mechanisms
-28.10237083,3.878637843,0,179,179,5,C.03.h. Transgenic animal models
-28.36122719,3.50194767,0,179,179,5,C.03.i. Rat and mouse toxin and behavior models
-29.15001954,2.026862693,0,179,179,5,C.03.j. Neuroprotective mechanisms
-30.03524295,2.304655564,0,179,179,5,C.03.k. Therapeutic strategies: Cellular models
-29.02900117,2.587258424,0,179,179,11,C.03.l. Therapeutic strategies: Preclinical animal models
-29.96116034,3.566421116,0,179,179,5,C.03.m. Therapeutic strategies: Clinical trials
-28.74993827,4.396969159,0,179,179,5,C.03.n. Human studies: Genetics and diagnostic
-24.03728621,4.026510132,0,179,179,5,C.04.a. Huntington's disease: Molecular mechanisms
-24.04109483,4.029657872,0,179,179,5,C.04.b. Huntington's disease: Animal models
-22.51708586,1.050374387,0,179,179,5,C.04.c. Ataxias
-17.41316392,-12.92864161,0,179,179,5,C.04.d. Dystonia
-17.41564425,-12.93059302,0,179,179,5,C.04.e. Clinical trials for movement disorders other than Parkinson's
-27.83822784,-8.730594241,0,179,179,7,C.05.a. Cellular and molecular mechanisms
-27.22353775,-7.982551607,0,179,179,5,C.05.b. Animal models
-7.138903461,19.09425116,0,179,179,5,C.06.a. Motor neuron disease: Human genetics and cellular mechanisms
-6.906868071,18.44836969,0,179,179,5,C.06.b. Motor neuron disease: In vitro studies
-6.881254351,19.14173756,0,179,179,6,C.06.c. Motor neuron disease: Animal models
-6.840574469,19.58894736,0,179,179,5,C.06.d. Motor neuron disease: Therapeutics
-6.825792992,18.37172414,0,179,179,5,C.06.e. Other neuromuscular diseases
-20.85989011,-0.700853187,0,179,179,7,C.07.a. Cellular stress and death mechanisms
-20.45846484,-1.679052731,0,179,179,9,C.07.b. Mechanisms of neurotoxicity
-21.69719688,-1.54202308,0,179,179,15,C.07.c. Mechanisms of neurodegeneration
-21.16833844,-2.378992358,0,179,179,14,C.07.d. Neuroprotective mechanisms: Preclinical
-22.05332113,-2.508330796,0,179,179,5,C.07.e. Neuroprotective mechanisms: Clinical
-19.88880612,-0.580045592,0,179,179,11,C.07.f.  Neuroinflammation: Microglia
-19.8825312,-1.088478401,0,179,179,5,C.07.g. Neuroinflammation: Beyond microglia
-20.66328589,-1.219779802,0,179,179,11,C.07.h. Neuroinflammation: Neurodegeneration
-19.88949129,-2.14522014,0,179,179,6,C.07.i.  Neuroinflammation: Animal models
-18.69247673,-1.772597305,0,179,179,5,C.07.j.  Neuroinflammation: HIV and infections
-15.1470009,-3.603920952,0,179,179,5,C.08.a. Molecular mechanisms
-14.6780927,-3.335582132,0,179,179,5,C.08.b. Cellular mechanisms
-14.8896091,-4.240835197,0,179,179,5,C.08.c. Ischemia: Perinatal
-13.77225479,-4.352107217,0,179,179,5,C.08.d. Ischemia: Recovery
-14.87158653,-4.677029,0,179,179,5,C.08.e. Ischemia and Hemorrhage: Animal Models
-14.29480414,-3.960680326,0,179,179,5,"C.08.f. Therapeutic, interventional, and translational studies"
-12.92721968,-4.24793139,0,179,179,6,"C.09.a. Stroke, damage, or disease: Assessment and treatment"
-12.4720352,-5.021552421,0,179,179,5,"C.09.b. Stroke, damage, or disease: Mechanisms of abnormal movement"
-12.71557699,-5.308744582,0,179,179,5,C.09.c. Stroke imaging and diagnostic studies
-13.51972705,-3.271533885,0,179,179,5,C.09.d. Stroke recovery: Pharmacological approaches to therapy
-13.44320534,-5.079753732,0,179,179,5,C.09.e. Stroke recovery: Non-pharmacological approaches to therapy
-17.43639851,-4.286097881,0,179,179,8,C.10.a. Brain: Cellular and molecular mechanisms
-17.77077591,-4.694852768,0,179,179,5,C.10.b. Brain: Histology and cellular markers of brain injury
-17.54719614,-5.218633784,0,179,179,10,C.10.c. Brain: Animal models of brain injury: Physiology and behavior
-17.74042814,-6.238119364,0,179,179,7,C.10.d. Brain: Human studies
-17.03736099,-5.243600642,0,179,179,5,C.10.e. Brain: Pre-clinical therapeutic strategies
-17.72865279,-6.152757169,0,179,179,5,C.10.f. Brain: Clinical therapeutic strategies
-16.5274884,-7.158051256,0,179,179,5,"C.10.g. Peripheral nerve trauma, crush and toxic injury"
-20.19311461,9.354342356,0,179,179,8,C.11.a. Spinal cord injury: Cellular and molecular mechanisms
-19.68990525,9.763337493,0,179,179,5,C.11.b. Spinal cord injury: Animal models and human studies
-20.43846521,9.724202582,0,179,179,9,C.11.c. Spinal cord injury: Therapeutic strategies: In vivo
-20.34086317,10.61840892,0,179,179,5,C.11.d. Spinal cord injury: Posture and locomotion
-20.02557142,10.25271669,0,179,179,5,C.11.e. Spinal cord injury: Recovery
-20.80623029,10.50611366,0,179,179,5,"C.11.f. Spinal cord injury: Training, rehabilitation, and repair"
-21.09991278,10.02529713,0,179,179,5,C.11.g. Plasticity: Neurophysiology
14.91721691,-8.413366857,0,128,255,5,D.01.a. Visual and auditory
-16.71469424,18.33579411,0,128,255,5,D.02.a. Spinal circuits: Anatomy and physiology
-16.23259014,18.89272351,0,128,255,5,D.02.b. Spinal circuits: Functional organization
-14.8845036,18.56135615,0,128,255,5,D.02.c. Itch
-14.23561376,19.30626798,0,128,255,5,D.02.d. TRP channels
-15.40336593,19.68148126,0,128,255,7,D.03.a. Nociceptors
-13.96630834,20.55961653,0,128,255,5,D.03.b. Trigeminal processing
-13.16638942,20.85646265,0,128,255,5,D.03.c. Headache and migraine
-17.68340497,19.82905727,0,128,255,5,D.03.d. Thalamic and cortical processing
-17.16388957,20.58640848,0,128,255,5,D.03.e. Descending modulation
-16.30836964,21.4191186,0,128,255,5,D.03.f. Treatments for persistent pain
-14.80504113,21.43090891,0,128,255,5,D.03.g. Pain models: Pharmacology
-15.98456692,20.19513233,0,128,255,5,D.03.h. Pain models: Behavior
-16.33961956,20.70895249,0,128,255,5,D.03.i. Pain models: Physiology
-15.57931064,21.03610701,0,128,255,6,D.03.j. Inflammatory pain
-15.12465625,20.36323616,0,128,255,7,D.03.k. Peripheral mechanisms of neuropathic pain
-16.69865458,19.82303235,0,128,255,5,D.03.l. Central mechanisms of neuropathic pain
-16.90605097,21.99050992,0,128,255,5,D.03.m. Visceral and musculoskeletal pain
-17.73706396,21.2401081,0,128,255,5,D.03.n. Pain imaging and perception
-15.04947992,22.73472697,0,128,255,5,D.03.o. Opioid receptor pharmacology and signaling mechanisms
-15.53741939,22.057401,0,128,255,5,D.03.p. Non-opioid analgesics
-15.68891757,18.13057402,0,128,255,5,D.04.a. Transduction mechanisms
-7.582561156,-7.007495907,0,128,255,5,D.04.b. Plasticity and reorganization
-7.160516988,-8.117529664,0,128,255,5,D.04.c. Thalamic and cortical processing
-7.278782633,-7.76585753,0,128,255,5,D.04.d. Barrel cortex
-16.82655374,17.09160263,0,128,255,5,D.04.e. Stimulus feature receptive fields and response properties
-16.98369934,16.53816622,0,128,255,5,D.04.f. Stimulus feature neural coding
-6.2150215,-14.63671403,0,128,255,5,D.05.a. Olfactory receptor cells and transduction
-6.668921568,-14.27630654,0,128,255,5,D.05.b. Olfactory coding: Second order regions (olfactory bulb and antennal lobe)
-6.750937516,-14.20263936,0,128,255,5,D.05.c. Olfaction: Higher-order circuits
-6.800117979,-14.15096618,0,128,255,5,"D.05.d. Olfaction: Behavior, perception, and its relation to neurophysiology"
-7.62766674,-13.45847499,0,128,255,5,D.05.e. Taste
13.86367019,-9.198386836,0,128,255,5,D.06.a. Hair cells and the periphery
13.71956575,-6.965802385,0,128,255,5,D.06.b. Auditory processing: Sound localization and binaural interactions
14.00065669,-6.4461629,0,128,255,5,"D.06.c. Auditory processing: Temporal, frequency, and spectral processing"
14.60694595,-5.955464924,0,128,255,5,D.06.d. Auditory processing: Vocalizations and natural sounds
14.61505639,-7.519259865,0,128,255,5,"D.06.e. Auditory processing: Circuits, synapses, and neurotransmitters"
14.5788596,-7.079219286,0,128,255,5,"D.06.f. Auditory processing: Adaptation, learning, and memory"
13.54563628,-6.282048612,0,128,255,5,"D.06.g. Auditory processing: Neural coding, experiment, and theory"
14.75747637,-6.563457349,0,128,255,7,"D.06.h. Auditory processing: Perception, cognition, and action"
12.75199996,-10.67072581,0,128,255,5,D.06.i. Vestibular central physiology and anatomy
12.76532931,-10.66287002,0,128,255,5,"D.06.j. Vestibular perception, posture, and spatial orientation"
19.30489155,-8.140818548,0,128,255,5,D.07.a. Retina: Photoreceptors
19.36474612,-8.185848286,0,128,255,5,D.07.b. Retinal circuitry
22.76488416,-14.46124591,0,128,255,5,D.07.c. Subcortical visual pathways
24.03025978,-12.88361501,0,128,255,15,D.07.d. Visual Cortex: Circuits and Populations
22.32794085,-12.91206291,0,128,255,5,D.07.e. Visual System: Responses During Behavior
24.44849528,-12.17817506,0,128,255,5,D.07.f. Visual System: Response Modulation and Adaptation
23.49975362,-13.6880556,0,128,255,5,D.07.g. Visual Cortical Streams: Primate and Carnivora
24.25807895,-14.08863088,0,128,255,5,D.07.h. Visual Cortical Streams: Rodentia
23.51876447,-12.96274027,0,128,255,10,D.07.i. Visual Cortex: Functional Architecture and Circuits
22.76100859,-13.70397827,0,128,255,5,D.07.j. Visual Pathways: To and From the Cortex
25.22155037,-12.95291203,0,128,255,5,D.07.k. Striate cortex: Plasticity
23.03839855,-12.35416446,0,128,255,5,D.07.l. Extrastriate cortex
23.48745929,-12.04152801,0,128,255,5,"D.07.m. Processing of contrast, form, and color"
21.92438948,-12.14783941,0,128,255,5,D.07.n. Visual motion
23.24811554,-10.99467258,0,128,255,6,D.07.o. Representation of objects and scenes
23.99099185,-10.65898475,0,128,255,5,D.07.p. Representation of faces and bodies
22.33893186,-10.87331044,0,128,255,5,"D.07.q. Visual learning, memory, and categorization"
22.36804158,-9.991993064,0,128,255,5,D.07.r. Spatial and feature-based attention
18.57371105,3.260931165,0,128,255,7,D.07.s. Visual cognition: Decision making
20.73079249,-11.35740304,0,128,255,5,D.08.a. Eye movements and perception
20.29048084,-13.10360356,0,128,255,5,D.08.b. Sensorimotor transformation: Behavior and whole animal
20.1222831,-13.50997449,0,128,255,5,D.08.c. Sensorimotor transformation: Neuroprocessing
13.30156822,-17.86922939,0,128,255,5,D.08.d. Visually-guided reaching
16.68978655,-13.29201173,0,128,255,5,D.09.a. Cross-modal processing: Spatial factors
16.73480223,-13.33842609,0,128,255,5,D.09.b. Cross-modal processing: Temporal factors
16.31780507,-12.23905123,0,128,255,5,D.09.c. Cross-modal processing: Neural circuitry and development
16.47838879,-12.54018189,0,128,255,5,D.09.d. Cross-modal processing: In humans
19.62115242,-11.75281809,255,0,0,5,E.01.a. Eye movements: Central mechanisms
19.63518931,-11.44706649,255,0,0,5,E.01.b. Eye movements: Saccades
20.18122939,-11.52172852,255,0,0,5,E.01.c. Eye movements: Perception and neural mechanisms
2.476310946,-16.30101023,255,0,0,6,E.02.a. Cerebellum: Cortex and nuclei
2.475192136,-16.29939269,255,0,0,5,E.02.b. Cerebellum: Plasticity and climbing fibers
13.71674637,-20.06133553,255,0,0,5,E.02.c. Cerebellum: Human studies
11.26323017,1.10288389,255,0,0,5,E.03.a. Transmitters and neuromodulation
10.75476563,0.659162814,255,0,0,5,E.03.b. Cellular physiology
11.13927048,0.522302146,255,0,0,5,E.03.c. Systems physiology and plasticity
11.8193793,0.510983249,255,0,0,7,E.03.d. Systems behavior
10.89363332,-19.6706827,255,0,0,5,E.04.a. Finger and grasp control: Normal human behavior
10.50160141,-20.24735109,255,0,0,5,"E.04.b. Finger and grasp control: Age, pathology, and physiology"
12.44709392,-18.49091909,255,0,0,5,E.04.c. Reaching control: Action and sensation
12.05306002,-18.4857489,255,0,0,5,E.04.d. Reaching control: Movement selection and strategy
12.71324985,-19.29886148,255,0,0,6,E.04.e. Reaching control: Motor learning: Human
11.53365621,-20.87693674,255,0,0,5,E.04.f. Reaching control: Motor learning: Animal
11.86769922,-19.33336502,255,0,0,5,E.04.g. Interlimb and bimanual control
11.0609754,-19.0762526,255,0,0,5,E.04.h. Cortical planning and execution: Behavior
10.64632206,-18.60722768,255,0,0,5,E.04.i. Cortical planning and execution: Neurophysiology: Human
11.89969428,-20.14731863,255,0,0,6,E.04.j. Cortical planning and execution: Neurophysiology: Animal
11.20954998,-17.72917586,255,0,0,5,E.04.k. Cortical planning and execution: Neuroimaging
16.19609343,16.84276563,255,0,0,5,E.04.l. Oral motor and speech
9.987678493,-18.63381607,255,0,0,6,E.04.m. Plasticity
8.845605599,-14.04372187,255,0,0,9,E.05.a. Neurophysiology: Non-invasive techniques
7.919985967,-14.66501356,255,0,0,8,E.05.b. Neurophysiology: Implanted electrodes and other direct interactions with neurons
8.615070127,-14.66538453,255,0,0,5,E.05.c. Neurophysiology: Neural processing
8.494392675,-15.02959947,255,0,0,6,"E.05.d. Neuroprosthetics: Control of real and artificial arm, hand, other grasping devices"
8.289364369,-14.35979433,255,0,0,5,"E.05.e. Neuroprosthetics: Other motor sensory interfaces (e.g., artificial vision)"
8.334877364,-21.53317364,255,0,0,5,"E.06.a. Posture and gait: Kinematics, muscle activity, exercise and fatigue, and biomechanics"
7.630747202,-21.41132182,255,0,0,5,E.06.b. Posture and gait: Afferent control
8.74328834,-21.10432731,255,0,0,5,"E.06.c. Posture and gait: Higher order control, multi-task integration, and theory"
7.947729732,-22.28057644,255,0,0,5,"E.06.d. Posture and gait: Aging, injury, and disease"
7.64810365,-20.66817838,255,0,0,5,E.06.e. Reflexes and reflex modulation
5.304150755,-21.33403975,255,0,0,5,E.07.a. Cellular properties: Interneurons and motor neurons
5.144794062,-21.47540728,255,0,0,5,E.07.b. Connectivity
6.033494601,-20.90268915,255,0,0,5,E.07.c. Neuromodulation
5.774251506,-21.51131714,255,0,0,5,E.07.d. Afferent and descending control
3.085986221,-20.33941461,255,0,0,5,E.08.a. Respiratory control
3.199089634,-20.37863921,255,0,0,5,E.08.b. Respiratory regulation: Respiratory rhythm and pattern generation
7.285242869,-18.74510389,255,0,0,5,"E.09.a. Motor neurons: Activity, sensory, and central control: Exercise, injury, and disease"
6.515716151,-18.77464341,255,0,0,5,"E.09.b. Motor neurons: Development, identification, intrinsic properties, and modulation"
8.178299298,-19.06935731,255,0,0,5,"E.09.c. Motor unit recordings, kinematics, and EMG"
6.701336718,-18.24219291,255,0,0,5,E.09.d. Motorneuron-muscle interface and muscle physiology/biochemistry
16.44857539,15.88784063,0,255,0,7,F.01.a. Sensory and motor systems
16.25896239,16.63555916,0,255,0,5,F.01.b. Vocal/social communication: Avian
15.4944113,15.92486172,0,255,0,5,F.01.c. Vocal/social communication: Non-avian
11.55909502,16.43092259,0,255,0,5,F.02.a. Sexual behavior
10.70763953,17.4052545,0,255,0,5,F.02.b. Parental behavior
11.90567684,16.23910491,0,255,0,6,F.02.c. Social behavior
10.78072621,17.52754983,0,255,0,5,F.02.d. Defensive behavior and aggression
9.712578301,16.90730432,0,255,0,7,F.02.e. Hormones and cognition
7.83105451,17.93284756,0,255,0,5,F.03.a. HPG axis: GnRH cells and gonadotrophins
7.90837668,17.79889361,0,255,0,5,F.03.b. HPG axis: Neural control
7.510033832,17.40651893,0,255,0,5,F.03.c. Neuroendocrine anatomy and physiology
8.805535704,15.87301122,0,255,0,5,F.03.d. Sexual differentiation
7.278080221,11.76492988,0,255,0,7,F.04.a. Stress and neuroimmunology
8.690842949,11.97775052,0,255,0,5,F.04.b. Cellular actions of stress
7.569303501,13.22230512,0,255,0,5,"F.04.c. Early-life Stress: Neural, neurochemical, and physiologic effects"
7.622911003,13.1024621,0,255,0,5,F.04.d. Early-life Stress: Molecular mechanisms and cellular effects
8.70672531,13.66969651,0,255,0,5,"F.04.e. Early-life Stress: Effects on anxiety, social function, and depression"
8.865594334,13.21360019,0,255,0,5,F.04.f. Early-life Stress: Adolescence
